"campus","sample_type","sample_subtype","classcode","Kingdom","Phylum","Class","Order","Family","Genus","Species","species_definition","taxonomic_source","taxonomic_id","common_name","notes","size_cutoff","LOOKED1999","LOOKED2000","LOOKED2001","LOOKED2002","LOOKED2003","LOOKED2004","LOOKED2005","LOOKED2006","LOOKED2007","LOOKED2008","LOOKED2009","LOOKED2010","LOOKED2011","LOOKED2012","LOOKED2013","LOOKED2014","LOOKED2015","LOOKED2016","LOOKED2017","LOOKED2018","LOOKED2019"
"UCSC","SWATH","INVERT","EPIPRO","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Epiactis","prolifera","Epiactis prolifera","WoRMS","513125","Proliferating Anemone",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","EUGRUB","Animalia","Cnidaria","Anthozoa","Alcyonacea","Gorgoniidae","Eugorgia","rubens","Eugorgia rubens","WoRMS","292851","Purple Gorgonian",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","EUGRUB","Animalia","Cnidaria","Anthozoa","Alcyonacea","Gorgoniidae","Eugorgia","rubens","Eugorgia rubens","WoRMS","255044","Purple Gorgonian",NA,">2.5cm, longest dimension","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","EVATRO","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Evasterias","troschelii","Evasterias troschelii","WoRMS","255044","Mottled Star",NA,">2.5cm, diameter","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","GORGAD","Animalia","Cnidaria","Anthozoa","Alcyonacea",NA,NA,NA,"Gorgonian Adult","PISCO","123080","Gorgonian Adult","This species group was sampled on quadrats until 2003 then split into Lophogorgia chilensis, Muricea fruticosa and Muricea californica in 2004",">2.5cm, longest dimension","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","SWATH","INVERT","GORGAD","Animalia","Cnidaria","Anthozoa","Alcyonacea",NA,NA,NA,"Gorgonian Adult","PISCO","123080","Gorgonian Adult","This species group was sampled on quadrats until 2003 then split into Lophogorgia chilensis, Muricea fruticosa and Muricea californica in 2004",">2.5cm, longest dimension","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","SWATH","INVERT","HALCOR","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","corrugata","Haliotis corrugata","WoRMS","1074819","Pink Abalone",NA,"all sizes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","HALCOR","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","corrugata","Haliotis corrugata","WoRMS","594745","Pink Abalone",NA,"all sizes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","HALCRA","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","cracherodii","Haliotis cracherodii","WoRMS","594745","Black Abalone",NA,"all sizes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","HALCRA","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","cracherodii","Haliotis cracherodii","WoRMS","138584","Black Abalone",NA,"all sizes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","HALFUL","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","fulgens","Haliotis fulgens","WoRMS","106749","Green Abalone",NA,"all sizes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","HALFUL","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","fulgens","Haliotis fulgens","WoRMS","106749","Green Abalone",NA,"all sizes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","HALKAM","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","kamtschatkana","Haliotis kamtschatkana","WoRMS","513165","Pinto Abalone",NA,"all sizes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","HALKAM","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","kamtschatkana","Haliotis kamtschatkana","WoRMS","513165","Pinto Abalone",NA,"all sizes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","HALRUF","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","rufescens","Haliotis rufescens","WoRMS","240767","Red Abalone",NA,"all sizes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","HALRUF","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","rufescens","Haliotis rufescens","WoRMS","240767","Red Abalone",NA,"all sizes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","HALSOR","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","sorenseni","Haliotis sorenseni","WoRMS","403965","White Abalone",NA,"all sizes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","HALSPP","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","spp","Haliotis","WoRMS","171324","Abalone Spp.",NA,"all sizes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","HALSPP","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","spp","Haliotis","WoRMS","240774","Abalone Spp.",NA,"all sizes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","HALWAL","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","walallensis","Haliotis walallensis","WoRMS","240774","Flat Abalone",NA,"all sizes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","HALWAL","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","walallensis","Haliotis walallensis","WoRMS","240769","Flat Abalone",NA,"all sizes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","HENLEV","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","leviuscula","Henricia leviuscula","WoRMS","240769","Blood Star","This species was counted on quadrats at southern California sites starting in 2000",">2.5cm, diameter","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","HENLEV","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","leviuscula","Henricia leviuscula","WoRMS","580701","Blood Star","This species was counted on quadrats at southern California sites starting in 2000",">2.5cm, diameter","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","HERMSPP","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae",NA,NA,"Paguridae","WoRMS","550616","Hermit Crabs","Not sampled.",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","SWATH","INVERT","KELKEL","Animalia","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Kelletia","kelletii","Kelletia kelletii","WoRMS","550616","Kellet's Whelk",NA,">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","KELKEL","Animalia","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Kelletia","kelletii","Kelletia kelletii","WoRMS","240776","Kellet's Whelk",NA,">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","LEPCHI","Animalia","Cnidaria","Anthozoa","Alcyonacea","Gorgoniidae","Leptogorgia","chilensis","Leptogorgia chilensis","WoRMS","240776","Red Gorgonian","This species was lumped into Gorgonian spp. on swath transects prior to 2004 and sampled in quadrats as Gorgonian spp. prior to 2003",">2.5cm, longest dimension","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","LEPCHI","Animalia","Cnidaria","Anthozoa","Alcyonacea","Gorgoniidae","Leptogorgia","chilensis","Leptogorgia chilensis","WoRMS","225807","Red Gorgonian","This species was lumped into Gorgonian spp. on swath transects prior to 2004 and sampled in quadrats as Gorgonian spp. prior to 2003",">2.5cm, longest dimension","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","LEPHEX","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Leptasterias","hexactis","Leptasterias hexactis","WoRMS","123479","Six Arm Star",NA,">2.5cm, diameter","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","LINCOL","Animalia","Echinodermata","Asteroidea","Valvatida","Ophidiasteridae","Linckia","columbiae","Linckia columbiae","WoRMS","240771","Fragile Star",NA,">2.5cm, diameter","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","LOPMAN","Animalia","Arthropoda","Malacostraca","Decapoda","Lithodidae","Lopholithodes","mandtii","Lopholithodes mandtii","WoRMS","240771","Puget Sound King Crab",NA,">2.5cm, diameter","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","LOXGRA","Animalia","Arthropoda","Malacostraca","Decapoda","Epialtidae","Loxorhynchus","grandis","Loxorhynchus grandis","WoRMS","367955","Sheep Crab",NA,">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","LOXGRA","Animalia","Arthropoda","Malacostraca","Decapoda","Epialtidae","Loxorhynchus","grandis","Loxorhynchus grandis","WoRMS","283435","Sheep Crab",NA,">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","LOXSCY","Animalia","Arthropoda","Malacostraca","Decapoda","Epialtidae","Loxorhynchus/Scyra","crispatus/acutifrons","Loxorhynchus crispatus/Scyra acutifrons","WoRMS","289935","Decorator Crab, Moss Crab","Combined species group of Loxorhynchus crispatus and Scyra acutifrons. These species were grouped due to difficulty distinguishing them in the field",">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","LOXSCY","Animalia","Arthropoda","Malacostraca","Decapoda","Epialtidae","Loxorhynchus/Scyra","crispatus/acutifrons","Loxorhynchus crispatus/Scyra acutifrons","WoRMS","289935","Decorator Crab, Moss Crab","Combined species group of Loxorhynchus crispatus and Scyra acutifrons. These species were grouped due to difficulty distinguishing them in the field",">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","LUIFOL","Animalia","Echinodermata","Asteroidea","Paxillosida","Luidiidae","Luidia","foliolata","Luidia foliolata","WoRMS","255040","Sand Star",NA,">2.5cm, diameter","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","LUIFOL","Animalia","Echinodermata","Asteroidea","Paxillosida","Luidiidae","Luidia","foliolata","Luidia foliolata","WoRMS",NA,"Sand Star","Added to species list in 2011, previous years stars not on species list were lumped as ASTSPP (unidentified asteroid).",">2.5cm, diameter","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","LYTPIC","Animalia","Echinodermata","Echinoidea","Camarodonta","Toxopneustidae","Lytechinus","pictus","Lytechinus pictus","WoRMS",NA,"white urchin",NA,"all sizes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","LYTPIC","Animalia","Echinodermata","Echinoidea","Camarodonta","Toxopneustidae","Lytechinus","pictus","Lytechinus pictus","WoRMS","445308","white urchin",NA,"all sizes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","MEDAEQ","Animalia","Echinodermata","Asteroidea","Valvatida","Goniasteridae","Mediaster","aequalis","Mediaster aequalis","WoRMS","445308","Red Star",NA,">2.5cm, diameter","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","MEDAEQ","Animalia","Echinodermata","Asteroidea","Valvatida","Goniasteridae","Mediaster","aequalis","Mediaster aequalis","WoRMS","405012","Red Star",NA,">2.5cm, diameter","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","MEGCRE","Animalia","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Megathura","crenulata","Megathura crenulata","WoRMS","405012","Giant Key-Hole Limpet",NA,">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","MEGCRE","Animalia","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Megathura","crenulata","Megathura crenulata","WoRMS","445325","Giant Key-Hole Limpet",NA,">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","MEGSPP","Animalia","Mollusca","Gastropoda","Trochida","Turbinidae","Megastrea/Lithopoma/Pomaulax/Astraea","spp","Turbinidae","WoRMS","445325","Turban Snail",NA,">2.5cm, longest dimension","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","SWATH","INVERT","MEGUND","Animalia","Mollusca","Gastropoda","Trochida","Turbinidae","Megastraea","undosa","Megastraea undosa","WoRMS","405014","Wavy Turban Snail",NA,">2.5cm, longest dimension","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","MEGUND","Animalia","Mollusca","Gastropoda","Trochida","Turbinidae","Megastraea","undosa","Megastraea undosa","WoRMS","405014","Wavy Turban Snail",NA,">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","MESFRAAD","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","franciscanus","Mesocentrotus franciscanus","WoRMS","445357","Red Urchin adult",NA,">2.5cm, test diameter","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","MESFRAAD","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","franciscanus","Mesocentrotus franciscanus","WoRMS","445357","Red Urchin adult",NA,">2.5cm, test diameter","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","MESFRAREC","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","franciscanus","Mesocentrotus franciscanus","WoRMS","445362","Red Urchin  recruit","recruit < 2.5cm. In 2014 UCSC began sizing all red urchins. This classcode applies to those <2.5cm test diameter counted on swath transects","<2.5cm, test diameter","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","INVERT","METSPP","Animalia","Cnidaria","Anthozoa","Actiniaria","Metridiidae","Metridium","spp","Metridium","WoRMS","138050","White Plumed Anemones",NA,">2.5cm, longest dimension","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","INVERT","METSPP","Animalia","Cnidaria","Anthozoa","Actiniaria","Metridiidae","Metridium","spp","Metridium","WoRMS","138050","White Plumed Anemones",NA,">2.5cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
